Customer ID: 00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 32.0 years.
Customer ID: 16eb0df58a85b0e52dbd1bee4ab2f6fae8fe679524735ce3304dd8c18c4e0fd2, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 56.0 years.
Customer ID: 16eb109b578974a762c2035a7e4c41bce1d2b9f56a6ef3b27f274fd3e1f1d883, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 25.0 years.
Customer ID: 16edb053b32a901e5efa26f73df904be92045f3e7019e517f866140c0633ba20, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 55.0 years.
Customer ID: 16efce9c2e87bbc68c388254639c29b96e82dfb60d336c2c225577b78d00a5be, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 38.0 years.
Customer ID: 16f194cf5d2ffa513450989cca6a179bd668b92ffcf238d715fbbef167c66e17, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 39.0 years.
Customer ID: 16f3bdab8dd443b1a49cb7dd726af1f1f9fecf38ad5fb30409d07f82622afd89, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: PRE-CREATE, Fashion News Frequency: NONE, Age: 54.0 years.
Customer ID: 16f3c736956f198139011f4bce7e943b709275c3c8b34450c9c26ba2db14c538, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 41.0 years.
Customer ID: 16f91941f5386f6fef42b5df98f87f8311d3bae8a8032a64caabd52af3bb89ec, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 53.0 years.
Customer ID: 1715d5db1009eb6c2180800002f9b3b885bdb544de25aef981fcbaed8d9881a7, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 35.0 years.
Customer ID: 171732348cb7260e19554acceb874c14549e1001a947368f002220d1c5e3691e, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 57.0 years.
Customer ID: 17231d40883651b33982678b0d21a78ecf341f4b28f5db6e161fdb07f7a30ada, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 50.0 years.
Customer ID: 1733ea2358334547289c634ca59de6eac95ff92efbffcbae17291beca55fbe16, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 49.0 years.
Customer ID: 1733ff4bc5f65818f8c2a7702335fd5cc45852818e31e0b0993ecaff3853044b, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 17347203a5986ffddca435d008c68bbc9c339d43b5190032c23f98d29b13eba5, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 29.0 years.
Customer ID: 173a208b70eb33cd8d9e6bd61bd8d885aa0367a1d9f6fd207deebac2fbe0b185, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 40.0 years.
Customer ID: 173c3bdb0ec538fb32bfa4ddb7e462e2318ada92657ac234fdfc21e98f7e92f5, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 36.0 years.
Customer ID: 174ac84d4f700f8715553cebc5113a658a4ddf61d01389c98ab49f5e6a7b8c6f, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 23.0 years.
Customer ID: 175587b1c147a55edf854f80ceef8492757459527c34d80d5063db5ef35243e0, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 55.0 years.
Customer ID: 17589e5cbf324cf0a4470b8937fd8a896dd331525c0dfc142f5f786e95f31f1e, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 55.0 years.
Customer ID: 17670a1906c6b8c96f230bd44c89a4632d366bf8e14466441a8ff3122ee440e4, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 26.0 years.
Customer ID: 176c85b9d5a82cd58ee9a1d9ac82bb402f3d8a3cf00b9959df8160af617434fa, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 49.0 years.
Customer ID: 177013f46932def5c88b310275536e5c953a2fb61626617cb56267c21c634408, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 56.0 years.
Customer ID: 1777b1ced204b2f6975881f95ee29dedd52c947666bf8c01bb35a0faf20e0bcb, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 29.0 years.
Customer ID: 1779391e38814573667b191a713e67d79548b25252d4bc7248c3640135bf3089, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 177faa1ce3ee8481109d4415be03405821ba690445aae227378ada8bb025d5d9, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 22.0 years.
Customer ID: 1786270c0080b954222159184c6db6c38a4b11f836be8261a754d09e9bd85485, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 22.0 years.
Customer ID: 178722fc8442786236729d9a62906748802fb3f9f580e025e7ea7f75ff4bf347, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 22.0 years.
Customer ID: 1787ba32cb5ba7e6c6435a88f2f50f8722adcd2be8bf4e8bd02a0f1c27e9fd8a, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 28.0 years.
Customer ID: 178a6aabe3aa758c073edb5cd072218623d4135e438aa79d517aac75bc04be6f, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 54.0 years.
Customer ID: 179b1a06b94a219252edc635825e41c58f40585b824b213f910166ec84d93483, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 17ab6a082cc6d59e422d8dd90395145fd1c4989aa2c369c69144aa511d5cb08c, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 59.0 years.
Customer ID: 17aedfc27e97f04bd187c94435aa0b9dc09a0185b1ecd8eb546e78ed46ff4754, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 22.0 years.
Customer ID: 17b203b3f5f5c702800583405a7c7aec714994200963707c61543fc53880fefb, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 24.0 years.
Customer ID: 17b5c3a2d6fe91b485f0f3f0e778468f8dbf11db2719b0609b7ea132cf42686f, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 57.0 years.
Customer ID: 17b68c173a59400ddeec7f86f8997b8f0fbd8fa482bdde1f6ea0761558ee113e, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 23.0 years.
Customer ID: 17bb7a6913f4e396f09f98dc9081bb62291ceddfdf24f86b4d47d35464bec770, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 35.0 years.
Customer ID: 17bf5979edbf810696f37e3492cbed314cd47e403a256d40b428862b1ba0c9f2, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 41.0 years.
Customer ID: 17bfa1a50576c0e28db1f06c41442fb617090d63901094b08dedd2c28f2910ec, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 57.0 years.
Customer ID: 17cac3326c8a9acf439affcf6a95af18fd09a4f7d6a8ef61c62b8bbc14885f03, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 17cc1c84c599decf7339635c005f874324210b3cf5c2fb8c87916e3882162d06, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 20.0 years.
Customer ID: 17cc35ece2ef2e32a43538fb0af3fc54ad9f42181450f21a0de799173e96e1cf, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 17ce988b7a3d827fe9dde7c551377259d7b6f88544a2c38137aa13849c24057a, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 46.0 years.
Customer ID: 17d3bf9e87804f81923fd40a7b4bae06b5377db55384f21d11189c5e9dbc7b9f, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 28.0 years.
Customer ID: 17dbf8b53d3f372181379de38d532b1851928bae9b3dcde8836f3cd54603c49f, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 29.0 years.
Customer ID: 17e0e5de3689811246b0af770181b6ca5d941a3b2086ce616634476064d0597f, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 26.0 years.
Customer ID: 1801cb2b17d5314c888b70e9f79fd01a433ce3589efaa8d8065ac18e2ab95fcd, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 24.0 years.
Customer ID: 180423f5286829b9f9a8c8520eded1f8deef3520aeac065e3b9789296562f3a4, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 22.0 years.
Customer ID: 180d441e4cf0b04fc646691857f77870831c5539d1b29da7e34ac8ce7a0d7a75, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 24.0 years.
Customer ID: 181df0e5082382b9b363affe3afd986e12080ea763d0ec77d3a9bb98210450bf, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 1821245324559e484ce0abe40d7004e3171aa038092b320f61157da14377c990, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 36.0 years.
Customer ID: 18279f265672a6e0fd0059c9fb7bead338f12f57aa20ff8117267a8031abcdc3, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 31.0 years.
Customer ID: 182816b82a820be56c2524556e2cdd2beeeeaa3c7f94bdbb2473aec43a77ebc4, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 23.0 years.
Customer ID: 1828c1797e83142655e22318598bf66b549981f06c9e0305c48c302ae25745ac, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 49.0 years.
Customer ID: 182aea913b258a7b63b00eaa08144fc74886d4f510fb1efce842c7e8d9d023dd, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 22.0 years.
Customer ID: 18307e13a469f4392d2b8da2a0e3d8d3bfa6300e5160cad1591a502864ecead4, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 38.0 years.
Customer ID: 183c939bc508ee9c530be249a4e940aace700cdc774e2c53b67d6ea09f6404e4, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 1857109caa44c090c37877a1019e905f438138113e87a64207fa253565b9496f, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 31.0 years.
Customer ID: 18576f8ab5b0e404fe65e6edaf29210a565083659e328b79defb1d26a34959aa, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 55.0 years.
Customer ID: 185ac8c058850c221d809c201cb4caf57d580f08436aafc08858d0f9501dc465, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 41.0 years.
Customer ID: 1861828ab284399531d5c16db87023ac6a5d143eab84aedf66c0f1d5e9a25f29, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 28.0 years.
Customer ID: 186b502c130ab089d0d006f76b692c787a23a7ef565015972ef0bca4ff528392, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 23.0 years.
Customer ID: 1877fd819faabee1ffa87c58fa431168b11b92576d7f8c4c31f515485fa462e5, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 50.0 years.
Customer ID: 187a5178f9e5e30cf0426b7a7f68dc609b667669e80e5594926f19c424e3c177, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 29.0 years.
Customer ID: 187f04e33bdceee20bb18d6427cc5524f929ab3dbebc0afc8b522b343583db9a, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 44.0 years.
Customer ID: 187f13c054e64d354087823a65dfdc93058d04ceeee7883ab6dd93d75e0f3692, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 30.0 years.
Customer ID: 187fc67453bb8116516b2243c05c35cdc90f67ad99fff240f02edbf6e0874a6d, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 40.0 years.
Customer ID: 1883113cd5440f290d292cf4af84e51c63032bb9613463d12723113dcae7e16a, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 26.0 years.
Customer ID: 18880241f26c6669a203ebaa9d7e90f43681e64578863a6fe2e48345c34b5148, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 24.0 years.
Customer ID: 188a757e79d3049743f9521fc430892f27430470bd5cf54cb3623fb4dae1dad9, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 42.0 years.
Customer ID: 188bd2054fcba781978783daa4687c5cd5a313975c7a20a9b0743d43d7ad9447, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 44.0 years.
Customer ID: 1897518a4499bcace646fe8e7148e980f5f67caf489b89726c70e209d0e6d337, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 33.0 years.
Customer ID: 189c716beb210d12cdf05e10937369c93a13dbd8a52f524881e47f420e307c98, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 23.0 years.
Customer ID: 189efaedae7027b3a0174b32a61d82998bc9c9ae4554225838106be0930f47fa, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 25.0 years.
Customer ID: 18a833cb1de09d5e6c831c0af321e7beb4285906171accde81985438be765683, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: , Age: 48.0 years.
Customer ID: 18ad3e2db8c9d4b70570e0d21b12625214ea49cac74c2ec5d197d21b3d422393, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 18aef06db8fce03ae00751572b1eb63cf1348b643b2d99ff8bfadc9c0c4a502f, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 52.0 years.
Customer ID: 18bb8e539bff87d67a093a556c1d6a08b11032e081a60698e32825345beaedbf, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 18bf20a8ce3e4a21b9c34daae7763cb355be5e97939090b87b22a03de1268748, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 23.0 years.
Customer ID: 18c0cffdaf75d19794a17dc67099b37fa048a37560e2bd6424b70365e0b1110d, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 62.0 years.
Customer ID: 18c933f03c5449fa5c4b50232797a69e63083f097df77ffb7e343347428efbbc, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 58.0 years.
Customer ID: 18ccc8ac669fc2c407680c13d196b679e45c918d5e267b671021bdd36036c957, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 49.0 years.
Customer ID: 18cfbd899a5f5f3b4bc0a0430104e0fd436c9fb10402eb184d95582a9f59d8b3, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 33.0 years.
